epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,751.937,0.70653,0.78536,0.87125,0.1961,0.11647,0.07496,0.05719,1.17276,3.80485,1.25575,0.00011739,0.00011739,0.00011739
27,775.665,0.70354,0.78464,0.87575,0.30003,0.09498,0.06936,0.05216,1.17367,3.79432,1.25016,0.000115846,0.000115846,0.000115846
28,799.829,0.7121,0.79899,0.87974,0.14927,0.12293,0.08907,0.06834,1.18511,3.73397,1.25876,0.000114301,0.000114301,0.000114301
29,823.228,0.70742,0.7888,0.87446,0.2062,0.09894,0.05746,0.04254,1.1812,3.91343,1.2518,0.000112757,0.000112757,0.000112757
30,845.886,0.70548,0.7782,0.87547,0.24068,0.11486,0.07983,0.0631,1.16554,3.7875,1.2383,0.000111212,0.000111212,0.000111212
31,867.78,0.69085,0.76885,0.87399,0.16628,0.1148,0.0827,0.06669,1.15967,3.82835,1.24674,0.000109668,0.000109668,0.000109668
32,889.946,0.69763,0.76296,0.87428,0.2291,0.13731,0.08525,0.0693,1.153,3.84938,1.23823,0.000108124,0.000108124,0.000108124
33,911.673,0.69049,0.76166,0.8739,0.25323,0.10247,0.08802,0.06931,1.17002,3.88008,1.24308,0.000106579,0.000106579,0.000106579
34,934.038,0.71028,0.75832,0.87133,0.14732,0.10987,0.08311,0.06479,1.15948,3.78367,1.23376,0.000105035,0.000105035,0.000105035
35,957.171,0.68869,0.75742,0.87239,0.18458,0.10334,0.07715,0.06328,1.16107,3.88229,1.23958,0.00010349,0.00010349,0.00010349
36,978.843,0.69349,0.75828,0.86915,0.17057,0.11491,0.07996,0.06572,1.1838,3.88968,1.24531,0.000101946,0.000101946,0.000101946
37,1001.09,0.68871,0.75096,0.87308,0.22739,0.10654,0.0885,0.07199,1.14881,3.94014,1.23593,0.000100402,0.000100402,0.000100402
38,1023.35,0.6941,0.74342,0.86845,0.214,0.12026,0.07995,0.06279,1.15392,3.8798,1.23171,9.88572e-05,9.88572e-05,9.88572e-05
39,1047.7,0.69268,0.76109,0.87398,0.2826,0.12314,0.08808,0.06976,1.17103,3.83357,1.25333,9.73128e-05,9.73128e-05,9.73128e-05
40,1070.09,0.68475,0.72936,0.8656,0.139,0.12496,0.07739,0.06178,1.17438,3.77043,1.25633,9.57684e-05,9.57684e-05,9.57684e-05
41,1093.34,0.67779,0.7363,0.87821,0.17892,0.12904,0.07577,0.05916,1.1897,3.78367,1.25537,9.4224e-05,9.4224e-05,9.4224e-05
42,1122.09,0.70076,0.74567,0.87515,0.25305,0.13313,0.08364,0.06644,1.17515,3.81659,1.24978,9.26796e-05,9.26796e-05,9.26796e-05
43,1154.43,0.66088,0.70933,0.86844,0.24029,0.10516,0.07634,0.06276,1.15314,3.8117,1.2447,9.11352e-05,9.11352e-05,9.11352e-05
44,1187.21,0.67904,0.71935,0.86679,0.13227,0.10937,0.07666,0.06403,1.15897,3.85008,1.25277,8.95908e-05,8.95908e-05,8.95908e-05
45,1212.66,0.6726,0.72663,0.86726,0.22488,0.12598,0.08308,0.06741,1.13493,3.85128,1.24364,8.80464e-05,8.80464e-05,8.80464e-05
46,1234.49,0.66922,0.71132,0.86528,0.1344,0.12583,0.0882,0.0734,1.15609,3.84567,1.23897,8.6502e-05,8.6502e-05,8.6502e-05
47,1256.76,0.67717,0.72205,0.8692,0.10066,0.12435,0.08343,0.07097,1.17152,3.85073,1.2539,8.49576e-05,8.49576e-05,8.49576e-05
48,1279.54,0.66943,0.71476,0.86379,0.23299,0.11558,0.08611,0.06987,1.17064,3.81337,1.27607,8.34132e-05,8.34132e-05,8.34132e-05
49,1310.94,0.67322,0.70977,0.86687,0.19423,0.11,0.08385,0.06889,1.17693,3.81207,1.27968,8.18688e-05,8.18688e-05,8.18688e-05
50,1343.43,0.68155,0.70258,0.86718,0.2287,0.11939,0.08528,0.06852,1.16179,3.78797,1.26399,8.03244e-05,8.03244e-05,8.03244e-05
51,1375.95,0.6813,0.72133,0.87157,0.17115,0.11788,0.09804,0.07922,1.17755,3.79487,1.26127,7.878e-05,7.878e-05,7.878e-05
52,1408.06,0.65917,0.69654,0.86368,0.23334,0.1213,0.0907,0.0747,1.16277,3.86528,1.25735,7.72356e-05,7.72356e-05,7.72356e-05
53,1441.58,0.68059,0.69698,0.86429,0.23397,0.12767,0.08857,0.07422,1.15035,3.93826,1.25024,7.56912e-05,7.56912e-05,7.56912e-05
54,1475.53,0.67024,0.70203,0.86689,0.15301,0.13006,0.09245,0.07678,1.1651,3.85655,1.25934,7.41468e-05,7.41468e-05,7.41468e-05
55,1498.14,0.65711,0.69278,0.86397,0.24347,0.10712,0.09116,0.07428,1.17366,3.83771,1.26421,7.26024e-05,7.26024e-05,7.26024e-05
56,1521.49,0.65302,0.68092,0.86431,0.14849,0.11732,0.08654,0.07156,1.14938,3.84509,1.23628,7.1058e-05,7.1058e-05,7.1058e-05
57,1543.89,0.66257,0.6835,0.86362,0.19171,0.10805,0.08572,0.06963,1.17359,3.83008,1.24378,6.95136e-05,6.95136e-05,6.95136e-05
58,1567.53,0.65505,0.68335,0.86546,0.1991,0.10897,0.08028,0.06526,1.17224,3.92234,1.2466,6.79692e-05,6.79692e-05,6.79692e-05
59,1600.78,0.66396,0.68093,0.86415,0.16523,0.10456,0.08216,0.06815,1.16397,3.90949,1.24574,6.64248e-05,6.64248e-05,6.64248e-05
60,1631.15,0.66798,0.69796,0.86611,0.12115,0.11545,0.08285,0.06812,1.16723,3.95392,1.24518,6.48804e-05,6.48804e-05,6.48804e-05
61,1662.97,0.64722,0.67877,0.85993,0.21082,0.10564,0.07922,0.06348,1.18013,3.9242,1.26311,6.3336e-05,6.3336e-05,6.3336e-05
62,1696.08,0.67364,0.69263,0.86773,0.22019,0.09609,0.08199,0.06713,1.15856,3.93003,1.25969,6.17916e-05,6.17916e-05,6.17916e-05
63,1727.42,0.6624,0.67907,0.86509,0.26281,0.1079,0.0866,0.07131,1.16791,3.87065,1.25669,6.02472e-05,6.02472e-05,6.02472e-05
64,1760.31,0.65623,0.6655,0.85583,0.26425,0.11145,0.07732,0.06082,1.16992,3.95776,1.25421,5.87028e-05,5.87028e-05,5.87028e-05
65,1792.48,0.65121,0.68057,0.85657,0.16881,0.11818,0.08034,0.06426,1.18792,3.90095,1.27158,5.71584e-05,5.71584e-05,5.71584e-05
66,1824.54,0.63608,0.65965,0.86048,0.21736,0.09989,0.0793,0.06444,1.17024,3.95145,1.25068,5.5614e-05,5.5614e-05,5.5614e-05
67,1856.59,0.64243,0.66883,0.86492,0.14839,0.10638,0.07876,0.06295,1.17373,3.94389,1.26033,5.40696e-05,5.40696e-05,5.40696e-05
68,1889.12,0.65525,0.67385,0.85976,0.23344,0.1046,0.08501,0.06911,1.17292,3.89168,1.2582,5.25252e-05,5.25252e-05,5.25252e-05
69,1922.28,0.66722,0.67889,0.85491,0.11399,0.10842,0.08096,0.06587,1.1745,3.86652,1.26159,5.09808e-05,5.09808e-05,5.09808e-05
70,1954.81,0.64083,0.67426,0.86261,0.19837,0.11427,0.08394,0.06804,1.17939,3.89373,1.26446,4.94364e-05,4.94364e-05,4.94364e-05
71,1980.57,0.6437,0.65208,0.85975,0.15738,0.11411,0.08065,0.06658,1.17325,3.89611,1.25667,4.7892e-05,4.7892e-05,4.7892e-05
72,2003.24,0.65839,0.6684,0.86174,0.16715,0.1155,0.07993,0.06458,1.18658,3.92639,1.26567,4.63476e-05,4.63476e-05,4.63476e-05
73,2026.04,0.66135,0.67017,0.85909,0.22106,0.11504,0.08071,0.06497,1.17707,3.91579,1.27272,4.48032e-05,4.48032e-05,4.48032e-05
74,2050.11,0.64652,0.66585,0.86324,0.19526,0.10537,0.07967,0.06416,1.1747,3.96075,1.26488,4.32588e-05,4.32588e-05,4.32588e-05
75,2073.76,0.6527,0.66578,0.85941,0.17212,0.12228,0.08372,0.06865,1.19059,3.92481,1.27713,4.17144e-05,4.17144e-05,4.17144e-05
76,2096.98,0.63695,0.65057,0.86017,0.1918,0.12406,0.09064,0.07335,1.18114,3.90461,1.26389,4.017e-05,4.017e-05,4.017e-05
77,2121.78,0.6419,0.65061,0.85146,0.25726,0.10815,0.08775,0.07063,1.16559,3.93479,1.2543,3.86256e-05,3.86256e-05,3.86256e-05
78,2144.94,0.60419,0.63572,0.85347,0.21534,0.1176,0.08814,0.07143,1.1671,3.86965,1.26326,3.70812e-05,3.70812e-05,3.70812e-05
79,2168.71,0.65395,0.66174,0.86096,0.18302,0.12991,0.09084,0.07528,1.15282,3.8824,1.25613,3.55368e-05,3.55368e-05,3.55368e-05
80,2191,0.63326,0.65051,0.85575,0.20846,0.13339,0.0859,0.07101,1.14926,3.89774,1.25112,3.39924e-05,3.39924e-05,3.39924e-05
81,2213.96,0.63547,0.64795,0.86279,0.26281,0.10842,0.09244,0.07502,1.13657,3.87902,1.23998,3.2448e-05,3.2448e-05,3.2448e-05
82,2237.59,0.61932,0.62543,0.85473,0.27767,0.10352,0.08973,0.07348,1.14149,3.89898,1.24086,3.09036e-05,3.09036e-05,3.09036e-05
83,2261.01,0.63692,0.64104,0.86052,0.22473,0.11813,0.08881,0.07197,1.16599,3.8808,1.25883,2.93592e-05,2.93592e-05,2.93592e-05
84,2283.97,0.62584,0.63225,0.85843,0.24554,0.12178,0.09153,0.07377,1.16647,3.87852,1.25758,2.78148e-05,2.78148e-05,2.78148e-05
85,2306.85,0.64526,0.64081,0.8629,0.1961,0.1087,0.09061,0.0727,1.15061,3.86898,1.24924,2.62704e-05,2.62704e-05,2.62704e-05
86,2339.56,0.62624,0.62241,0.85385,0.25186,0.10684,0.08662,0.06951,1.15135,3.88895,1.24746,2.4726e-05,2.4726e-05,2.4726e-05
87,2373.07,0.63482,0.64479,0.86041,0.15279,0.11278,0.08775,0.07016,1.16495,3.91696,1.25765,2.31816e-05,2.31816e-05,2.31816e-05
88,2397.87,0.62367,0.63187,0.85743,0.16875,0.12022,0.08539,0.0687,1.1487,3.9032,1.24562,2.16372e-05,2.16372e-05,2.16372e-05
89,2419.82,0.64939,0.66212,0.86385,0.14137,0.11229,0.08368,0.06762,1.15572,3.91343,1.25088,2.00928e-05,2.00928e-05,2.00928e-05
90,2443.88,0.63974,0.65467,0.85322,0.16738,0.11968,0.08646,0.06982,1.15582,3.8932,1.25131,1.85484e-05,1.85484e-05,1.85484e-05
91,2569.74,0.62441,0.65402,0.84255,0.19364,0.11251,0.08684,0.06788,1.18098,3.96189,1.29121,1.7004e-05,1.7004e-05,1.7004e-05
92,2593.81,0.61173,0.59909,0.83936,0.23011,0.10051,0.08812,0.06953,1.18189,3.94867,1.27771,1.54596e-05,1.54596e-05,1.54596e-05
93,2616.78,0.60138,0.58615,0.8429,0.23154,0.09553,0.08688,0.06861,1.18884,3.9546,1.27988,1.39152e-05,1.39152e-05,1.39152e-05
94,2646.8,0.60818,0.59676,0.83967,0.21527,0.10248,0.08535,0.06706,1.18435,3.94126,1.2779,1.23708e-05,1.23708e-05,1.23708e-05
95,2678.86,0.59604,0.57693,0.83621,0.16125,0.11394,0.08555,0.06653,1.18031,3.9836,1.2731,1.08264e-05,1.08264e-05,1.08264e-05
96,2708.28,0.60316,0.58629,0.83235,0.34666,0.08583,0.08615,0.06809,1.17468,3.97933,1.27137,9.282e-06,9.282e-06,9.282e-06
97,2732.46,0.60129,0.57778,0.84201,0.17171,0.11499,0.08806,0.07021,1.16987,3.95563,1.26739,7.7376e-06,7.7376e-06,7.7376e-06
98,2755.91,0.60564,0.58694,0.83803,0.23098,0.10777,0.08707,0.06968,1.16772,3.97409,1.26138,6.1932e-06,6.1932e-06,6.1932e-06
99,2778.61,0.60784,0.58538,0.83671,0.1967,0.11184,0.08868,0.07065,1.16453,3.96193,1.26454,4.6488e-06,4.6488e-06,4.6488e-06
100,2809.52,0.61454,0.58553,0.84184,0.24122,0.10595,0.0885,0.0702,1.16746,3.96635,1.26554,3.1044e-06,3.1044e-06,3.1044e-06
